10.1103/PhysRevD.37.1472 10.1103/PhysRevLett.58.2615 0.900
10.1103/PhysRevE.53.R3017 10.1103/PhysRevE.53.3760 0.900
10.1103/PhysRevD.66.015005 10.1103/PhysRevD.64.035009 0.900
10.1103/PhysRevD.44.1415 10.1103/PhysRevD.38.3475 0.900
10.1103/PhysRevB.46.7252 10.1103/PhysRevB.45.9185 0.900
10.1103/PhysRev.75.213 10.1103/PhysRev.75.213 0.900
10.1103/PhysRev.151.1055 10.1103/PhysRev.151.1048 0.900
10.1103/PhysRevLett.95.092001 10.1103/PhysRevLett.94.152001 0.897
10.1103/PhysRevLett.90.162001 10.1103/PhysRevD.67.054023 0.897
10.1103/PhysRevD.46.853 10.1103/PhysRevD.41.3233 0.897
10.1103/PhysRevLett.79.5218 10.1103/PhysRevLett.78.3270 0.893
10.1103/PhysRevLett.36.555 10.1103/PhysRevLett.36.551 0.893
10.1103/PhysRevD.71.084011 10.1103/PhysRevD.71.043520 0.893
10.1103/PhysRevD.70.125014 10.1103/PhysRevLett.93.161601 0.889
10.1103/PhysRevLett.95.245701 10.1103/PhysRevLett.95.035701 0.885
10.1103/PhysRevB.46.3002 10.1103/PhysRevB.45.4855 0.885
10.1103/PhysRev.93.72 10.1103/RevModPhys.25.239 0.880
10.1103/PhysRevLett.88.126801 10.1103/PhysRevLett.85.365 0.880
10.1103/PhysRevLett.83.1187 10.1103/PhysRevLett.83.772 0.880
10.1103/PhysRevD.71.065018 10.1103/PhysRevD.70.125014 0.880
10.1103/PhysRevD.67.103009 10.1103/PhysRevD.66.024010 0.880
10.1103/PhysRevD.10.3978 10.1103/PhysRevD.10.3991 0.880
10.1103/PhysRevLett.80.4305 10.1103/PhysRevB.56.R15509 0.880
10.1103/PhysRevLett.91.061302 10.1103/PhysRevLett.91.061303 0.875
10.1103/PhysRevLett.78.448 10.1103/PhysRevLett.76.3955 0.875
10.1103/PhysRevLett.44.1108 10.1103/PhysRevLett.44.1111 0.875
10.1103/PhysRevLett.19.824 10.1103/PhysRevLett.19.828 0.875
10.1103/PhysRevE.67.011708 10.1103/PhysRevE.67.011709 0.875
10.1103/RevModPhys.70.223 10.1103/PhysRevE.54.R3075 0.875
10.1103/PhysRevLett.92.101804 10.1103/PhysRevD.68.054023 0.875
10.1103/PhysRevLett.81.2296 10.1103/PhysRevLett.80.3980 0.871
10.1103/PhysRevD.62.114503 10.1103/PhysRevD.62.034509 0.871
10.1103/PhysRevLett.40.1201 10.1103/PhysRevLett.37.1574 0.870
10.1103/PhysRevLett.91.012001 10.1103/PhysRevD.67.096008 0.870
10.1103/PhysRevD.63.095001 10.1103/PhysRevD.63.015009 0.870
10.1103/PhysRevD.38.2317 10.1103/PhysRevD.38.433 0.870
10.1103/PhysRevC.62.025201 10.1103/PhysRevC.62.025202 0.870
10.1103/PhysRevC.62.025202 10.1103/PhysRevC.62.025201 0.870
10.1103/PhysRevB.53.6393 10.1103/PhysRevB.53.6401 0.870
10.1103/PhysRevLett.67.1817 10.1103/PhysRevLett.67.1813 0.867
10.1103/PhysRevE.63.036102 10.1103/PhysRevE.62.R3027 0.867
10.1103/PhysRevD.70.034014 10.1103/PhysRevLett.91.122001 0.864
10.1103/PhysRevLett.87.212502 10.1103/PhysRevLett.87.132504 0.864
10.1103/PhysRevLett.75.3390 10.1103/PhysRevLett.75.3386 0.864
10.1103/PhysRevD.54.4131 10.1103/PhysRevLett.73.1873 0.864
10.1103/PhysRevLett.74.2658 10.1103/PhysRevLett.71.3442 0.864
10.1103/PhysRevLett.32.560 10.1103/PhysRevLett.32.562 0.864
10.1103/PhysRevD.71.094002 10.1103/PhysRevD.70.115014 0.864
10.1103/PhysRevD.68.114506 10.1103/PhysRevD.68.014501 0.864
10.1103/PhysRevB.69.195113 10.1103/PhysRevB.67.155108 0.864
10.1103/PhysRev.85.489 10.1103/PhysRev.85.489 0.864
10.1103/PhysRev.105.1598 10.1103/PhysRev.104.211 0.864
10.1103/PhysRevLett.63.2369 10.1103/PhysRevLett.60.2276 0.862
10.1103/PhysRevLett.66.2444 10.1103/PhysRevC.36.1504 0.862
10.1103/PhysRevB.53.7975 10.1103/PhysRevB.53.7987 0.862
10.1103/PhysRevD.74.074004 10.1103/PhysRevLett.97.072001 0.857
10.1103/PhysRevD.73.047301 10.1103/PhysRevLett.94.211102 0.857
10.1103/PhysRevLett.89.042502 10.1103/PhysRevLett.89.042501 0.857
10.1103/PhysRevLett.82.1040 10.1103/PhysRevLett.81.2372 0.857
10.1103/PhysRevLett.60.1204 10.1103/PhysRevLett.60.1203 0.857
10.1103/PhysRevC.33.2039 10.1103/PhysRevLett.55.582 0.857
10.1103/PhysRevLett.49.444 10.1103/PhysRevLett.48.311 0.857
10.1103/PhysRevLett.16.817 10.1103/PhysRevLett.16.819 0.857
10.1103/PhysRevE.67.066201 10.1103/PhysRevE.66.045201 0.857
10.1103/PhysRevD.71.035015 10.1103/PhysRevD.71.015016 0.857
10.1103/PhysRevD.62.083502 10.1103/PhysRevD.62.043507 0.857
10.1103/PhysRevD.58.093012 10.1103/PhysRevD.58.053010 0.857
10.1103/PhysRevD.59.114008 10.1103/PhysRevD.58.053005 0.857
10.1103/PhysRevD.47.2730 10.1103/PhysRevD.47.2722 0.857
10.1103/PhysRevD.47.3124 10.1103/PhysRevD.45.1017 0.857
10.1103/PhysRevA.46.R7383 10.1103/PhysRevD.44.R1361 0.857
10.1103/PhysRevD.18.1661 10.1103/PhysRevD.18.1673 0.857
10.1103/PhysRevLett.70.2237 10.1103/PhysRevC.44.R1725 0.857
10.1103/PhysRevB.60.1038 10.1103/PhysRevB.59.14376 0.857
10.1103/PhysRevB.56.4013 10.1103/PhysRevB.56.4098 0.857
10.1103/RevModPhys.61.917 10.1103/PhysRevB.38.3287 0.857
10.1103/PhysRevLett.97.110501 10.1103/PhysRevA.73.032318 0.857
10.1103/PhysRevLett.76.1039 10.1103/PhysRevA.47.971 0.857
10.1103/PhysRevA.44.5674 10.1103/PhysRevA.44.1653 0.857
10.1103/PhysRevA.32.3493 10.1103/PhysRevA.32.3519 0.857
10.1103/PhysRevLett.20.665 10.1103/PhysRevLett.19.1334 0.852
10.1103/PhysRevLett.90.051802 10.1103/PhysRevD.65.033008 0.852
10.1103/PhysRevD.46.658 10.1103/PhysRevD.46.694 0.852
10.1103/PhysRevD.40.1804 10.1103/PhysRevD.40.1819 0.852
10.1103/PhysRevD.22.1441 10.1103/PhysRevD.22.1444 0.852
10.1103/PhysRevA.47.1841 10.1103/PhysRevA.42.6942 0.852
10.1103/PhysRev.49.50 10.1103/PhysRev.45.715 0.852
10.1103/PhysRevLett.88.248302 10.1103/PhysRevLett.88.248301 0.850
10.1103/PhysRevLett.88.052001 10.1103/PhysRevLett.87.162002 0.850
10.1103/PhysRevLett.80.3495 10.1103/PhysRevLett.79.4570 0.850
10.1103/PhysRevLett.84.2026 10.1103/PhysRevLett.76.704 0.850
10.1103/PhysRevB.37.8719 10.1103/PhysRevLett.58.2726 0.850
10.1103/PhysRevLett.52.515 10.1103/PhysRevLett.51.1948 0.850
10.1103/PhysRevLett.97.082002 10.1103/PhysRevD.73.094017 0.850
10.1103/PhysRevD.71.063004 10.1103/PhysRevD.70.121503 0.850
10.1103/PhysRevD.69.124007 10.1103/PhysRevD.69.064018 0.850
10.1103/PhysRevD.64.075010 10.1103/PhysRevD.63.115003 0.850
10.1103/PhysRevD.59.074007 10.1103/PhysRevD.58.114020 0.850
10.1103/PhysRevD.59.045019 10.1103/PhysRevD.58.066006 0.850
10.1103/PhysRevD.58.024019 10.1103/PhysRevD.58.024018 0.850
10.1103/PhysRevB.56.8799 10.1103/PhysRevB.55.R14709 0.850
10.1103/PhysRevLett.69.1419 10.1103/PhysRevB.44.3222 0.850
10.1103/PhysRevB.35.6195 10.1103/PhysRevB.35.6203 0.850
10.1103/PhysRevE.58.5966 10.1103/PhysRevE.56.3044 0.846
10.1103/PhysRevD.64.115011 10.1103/PhysRevD.64.053005 0.846
10.1103/PhysRevLett.94.047602 10.1103/PhysRevB.70.020506 0.846
10.1103/PhysRevB.54.12207 10.1103/PhysRevB.50.704 0.846
10.1103/PhysRevA.31.3112 10.1103/PhysRevA.31.3124 0.846
10.1103/PhysRev.175.1624 10.1103/PhysRev.174.1882 0.846
10.1103/PhysRev.110.1208 10.1103/PhysRev.110.1209 0.846
10.1103/PhysRevLett.98.077602 10.1103/PhysRevLett.98.077601 0.840
10.1103/PhysRevB.67.104506 10.1103/PhysRevLett.89.080603 0.840
10.1103/PhysRevLett.75.3390 10.1103/PhysRevLett.75.3382 0.840
10.1103/PhysRevLett.46.84 10.1103/PhysRevLett.46.88 0.840
10.1103/PhysRevC.65.017001 10.1103/PhysRevC.64.057001 0.840
10.1103/PhysRevC.64.031304 10.1103/PhysRevC.63.051302 0.840
10.1103/PhysRev.118.184 10.1103/PhysRev.117.1095 0.840
10.1103/PhysRevLett.71.2026 10.1103/PhysRevLett.71.2030 0.839
10.1103/PhysRev.184.1231 10.1103/PhysRevLett.21.406 0.839
10.1103/PhysRevD.70.105021 10.1103/PhysRevD.69.074031 0.839
10.1103/PhysRevD.56.5524 10.1103/PhysRevD.56.5511 0.839
10.1103/PhysRevD.40.2333 10.1103/PhysRevD.39.2701 0.839
10.1103/PhysRevLett.96.077206 10.1103/PhysRevLett.95.157203 0.833
10.1103/PhysRevD.68.125008 10.1103/PhysRevLett.90.201101 0.833
10.1103/PhysRevD.65.115004 10.1103/PhysRevLett.88.111804 0.833
10.1103/PhysRevE.48.4678 10.1103/PhysRevLett.71.719 0.833
10.1103/PhysRevLett.37.465 10.1103/PhysRevLett.36.1223 0.833
10.1103/PhysRevC.66.014610 10.1103/PhysRevC.58.576 0.833
10.1103/PhysRevB.41.3039 10.1103/PhysRevB.41.3028 0.833
10.1103/PhysRevA.25.143 10.1103/PhysRevA.25.154 0.833
10.1103/PhysRevA.13.1018 10.1103/PhysRevA.13.139 0.833
10.1103/PhysRevLett.95.092001 10.1103/PhysRevLett.93.022002 0.828
10.1103/PhysRevD.63.046007 10.1103/PhysRevLett.84.4541 0.828
10.1103/PhysRevLett.53.698 10.1103/PhysRevLett.53.695 0.828
10.1103/PhysRevLett.95.181301 10.1103/PhysRevD.72.063510 0.828
10.1103/PhysRev.165.1857 10.1103/PhysRev.165.1867 0.828
10.1103/PhysRevLett.86.4203 10.1103/PhysRevLett.86.4199 0.826
10.1103/PhysRevD.58.093009 10.1103/PhysRevLett.74.1508 0.826
10.1103/PhysRevLett.45.1952 10.1103/PhysRevLett.45.266 0.826
10.1103/PhysRevLett.15.1010 10.1103/PhysRevLett.15.1008 0.826
10.1103/PhysRevD.76.081301 10.1103/PhysRevD.75.125005 0.826
10.1103/PhysRevD.75.085018 10.1103/PhysRevD.74.095008 0.826
10.1103/PhysRevD.69.064018 10.1103/PhysRevD.68.121501 0.826
10.1103/PhysRevD.65.033008 10.1103/PhysRevD.64.053015 0.826
10.1103/PhysRevD.26.3305 10.1103/PhysRevD.25.2690 0.826
10.1103/PhysRevLett.89.137006 10.1103/PhysRevB.65.140502 0.826
10.1103/PhysRevB.57.R12666 10.1103/PhysRevB.56.R10016 0.826
10.1103/PhysRevLett.79.745 10.1103/PhysRevB.55.3631 0.826
10.1103/PhysRevA.71.053407 10.1103/PhysRevA.70.011404 0.826
10.1103/PhysRevLett.28.1590 10.1103/PhysRevLett.28.1523 0.821
10.1103/PhysRevD.70.074010 10.1103/PhysRevD.69.074027 0.821
10.1103/PhysRevLett.88.256103 10.1103/PhysRevLett.88.176101 0.818
10.1103/PhysRevB.63.155406 10.1103/PhysRevLett.86.484 0.818
10.1103/PhysRevA.25.848 10.1103/PhysRevLett.45.110 0.818
10.1103/PhysRevD.75.074013 10.1103/PhysRevD.75.065004 0.818
10.1103/PhysRevD.72.094027 10.1103/PhysRevD.71.054023 0.818
10.1103/PhysRevLett.90.051802 10.1103/PhysRevD.65.079904 0.818
10.1103/PhysRevD.57.465 10.1103/PhysRevD.54.3137 0.818
10.1103/PhysRevLett.69.2889 10.1103/PhysRevD.45.4240 0.818
10.1103/PhysRevD.18.1673 10.1103/PhysRevD.18.1661 0.818
10.1103/PhysRevLett.65.2646 10.1103/PhysRevB.41.10188 0.818
10.1103/PhysRevB.32.3958 10.1103/PhysRevB.31.3774 0.818
10.1103/PhysRevA.37.4052 10.1103/PhysRevA.36.5083 0.818
10.1103/PhysRevA.33.2025 10.1103/PhysRevA.32.1834 0.818
10.1103/PhysRevLett.96.190404 10.1103/PhysRevLett.96.190405 0.815
10.1103/PhysRevLett.79.2636 10.1103/PhysRevLett.78.2698 0.815
10.1103/PhysRevLett.80.5117 10.1103/PhysRevE.49.5787 0.815
10.1103/PhysRevD.66.034505 10.1103/PhysRevD.66.014508 0.815
10.1103/PhysRevLett.87.231303 10.1103/PhysRevD.63.103511 0.815
10.1103/PhysRevLett.92.116801 10.1103/PhysRevB.67.241301 0.815
10.1103/PhysRevLett.53.2327 10.1103/PhysRevB.29.5096 0.815
10.1103/PhysRevB.77.245109 10.1103/PhysRevA.77.032111 0.815
10.1103/PhysRevA.22.2044 10.1103/PhysRevA.22.2027 0.815
10.1103/PhysRevLett.96.177003 10.1103/PhysRevLett.95.107005 0.810
10.1103/PhysRevLett.90.181803 10.1103/PhysRevLett.89.231804 0.810
10.1103/PhysRevD.60.103509 10.1103/PhysRevLett.82.4967 0.810
10.1103/PhysRevLett.75.3021 10.1103/PhysRevLett.75.3020 0.810
10.1103/PhysRevLett.75.3398 10.1103/PhysRevLett.74.3336 0.810
10.1103/PhysRevLett.67.212 10.1103/PhysRevLett.65.2434 0.810
10.1103/PhysRevD.65.114509 10.1103/PhysRevD.65.054503 0.810
10.1103/PhysRevD.65.063006 10.1103/PhysRevD.64.084003 0.810
10.1103/PhysRevD.48.4881 10.1103/PhysRevD.48.4903 0.810
10.1103/PhysRevD.46.3450 10.1103/PhysRevD.45.R3308 0.810
10.1103/PhysRevLett.93.012701 10.1103/PhysRevC.69.014604 0.810
10.1103/PhysRevB.65.104515 10.1103/PhysRevB.65.012509 0.810
10.1103/PhysRevB.63.174427 10.1103/PhysRevB.63.174428 0.810
10.1103/PhysRevLett.61.2472 10.1103/PhysRevB.37.668 0.810
10.1103/PhysRevB.35.1636 10.1103/PhysRevB.35.1651 0.810
10.1103/PhysRev.54.317 10.1103/PhysRev.53.960 0.810
10.1103/PhysRev.164.436 10.1103/PhysRev.164.450 0.810
10.1103/PhysRev.112.2004 10.1103/PhysRev.112.2010 0.810
10.1103/PhysRevD.68.103503 10.1103/PhysRevLett.91.131301 0.808
10.1103/PhysRevLett.91.061303 10.1103/PhysRevLett.91.061302 0.808
10.1103/PhysRevLett.84.5288 10.1103/PhysRevLett.84.606 0.808
10.1103/PhysRevLett.50.120 10.1103/PhysRevLett.45.2043 0.808
10.1103/PhysRevA.62.052109 10.1103/PhysRevD.62.011701 0.808
10.1103/PhysRevD.61.093004 10.1103/PhysRevD.61.075010 0.808
10.1103/PhysRevB.60.1038 10.1103/PhysRevB.57.10592 0.808
10.1103/PhysRevB.39.6962 10.1103/PhysRevB.38.2608 0.808
10.1103/PhysRevB.22.5203 10.1103/PhysRevB.22.1522 0.808
10.1103/PhysRevD.64.074014 10.1103/PhysRevD.64.059902 0.806
10.1103/PhysRevA.44.1182 10.1103/PhysRevA.43.6843 0.806
10.1103/PhysRevC.76.035203 10.1103/PhysRevLett.98.082301 0.800
10.1103/PhysRevLett.96.028104 10.1103/PhysRevLett.95.258101 0.800
10.1103/PhysRevLett.93.106802 10.1103/PhysRevLett.92.046803 0.800
10.1103/PhysRevLett.92.126401 10.1103/PhysRevLett.91.186407 0.800
10.1103/PhysRevLett.89.142001 10.1103/PhysRevLett.88.052001 0.800
10.1103/PhysRevD.56.6547 10.1103/PhysRevLett.79.1980 0.800
10.1103/PhysRevLett.81.4576 10.1103/PhysRevLett.74.646 0.800
10.1103/PhysRevLett.69.323 10.1103/PhysRevLett.69.327 0.800
10.1103/PhysRevD.44.73 10.1103/PhysRevLett.66.1003 0.800
10.1103/RevModPhys.62.251 10.1103/PhysRevLett.61.1683 0.800
10.1103/PhysRevLett.59.1683 10.1103/PhysRevLett.59.1679 0.800
10.1103/PhysRevLett.59.1018 10.1103/PhysRevLett.59.1014 0.800
10.1103/PhysRevLett.53.695 10.1103/PhysRevLett.53.698 0.800
10.1103/PhysRevLett.53.1943 10.1103/PhysRevLett.53.1939 0.800
10.1103/PhysRevA.28.1618 10.1103/PhysRevLett.49.51 0.800
10.1103/PhysRevLett.45.1952 10.1103/PhysRevLett.45.262 0.800
10.1103/PhysRevLett.81.834 10.1103/PhysRevE.56.1234 0.800
10.1103/PhysRevLett.73.2772 10.1103/PhysRevE.49.4938 0.800
10.1103/PhysRevD.73.114511 10.1103/PhysRevD.73.114503 0.800
10.1103/PhysRevD.69.023501 10.1103/PhysRevD.68.083513 0.800
10.1103/PhysRevD.60.127901 10.1103/PhysRevD.60.085007 0.800
10.1103/PhysRevD.62.094005 10.1103/PhysRevD.56.4412 0.800
10.1103/PhysRevD.51.1125 10.1103/PhysRevD.50.5664 0.800
10.1103/PhysRevD.15.574 10.1103/PhysRevD.12.681 0.800
10.1103/PhysRevLett.97.056802 10.1103/PhysRevB.73.195403 0.800
10.1103/PhysRevB.70.172404 10.1103/PhysRevB.70.054409 0.800
10.1103/PhysRevLett.95.087206 10.1103/PhysRevB.70.012401 0.800
10.1103/PhysRevB.71.100405 10.1103/PhysRevB.69.125108 0.800
10.1103/PhysRevLett.90.176805 10.1103/PhysRevB.65.081401 0.800
10.1103/PhysRevB.64.054412 10.1103/PhysRevB.62.R6108 0.800
10.1103/PhysRevB.62.R6089 10.1103/PhysRevB.58.8515 0.800
10.1103/PhysRevLett.80.4522 10.1103/PhysRevB.55.5297 0.800
10.1103/PhysRevB.41.3028 10.1103/PhysRevB.41.3039 0.800
10.1103/PhysRevLett.61.447 10.1103/PhysRevB.37.855 0.800
10.1103/PhysRevLett.58.1228 10.1103/PhysRevB.33.6465 0.800
10.1103/PhysRevB.31.2796 10.1103/PhysRevB.31.2779 0.800
10.1103/PhysRevA.68.010301 10.1103/PhysRevA.66.032315 0.800
10.1103/PhysRevA.65.062505 10.1103/PhysRevA.65.012505 0.800
10.1103/PhysRevLett.86.4443 10.1103/PhysRevA.63.011601 0.800
10.1103/PhysRevA.63.042113 10.1103/PhysRevA.60.4396 0.800
10.1103/PhysRevA.36.2539 10.1103/PhysRevA.36.2519 0.800
10.1103/PhysRevA.33.2634 10.1103/PhysRevA.33.2621 0.800
10.1103/PhysRev.95.1580 10.1103/PhysRev.94.1085 0.800
10.1103/PhysRev.140.B1301 10.1103/PhysRev.140.B1310 0.800
10.1103/PhysRev.150.1079 10.1103/PhysRev.136.B1850 0.800
10.1103/PhysRevC.75.055205 10.1103/PhysRevLett.97.192001 0.793
10.1103/PhysRevLett.96.151302 10.1103/PhysRevLett.95.011303 0.793
10.1103/PhysRevD.69.105009 10.1103/PhysRevD.68.116006 0.793
10.1103/PhysRev.146.16 10.1103/PhysRev.146.27 0.793
10.1103/PhysRevD.56.3811 10.1103/PhysRevLett.79.584 0.792
10.1103/PhysRevC.58.2366 10.1103/PhysRevLett.78.3067 0.792
10.1103/PhysRevLett.51.483 10.1103/PhysRevLett.51.479 0.792
10.1103/PhysRevLett.27.1403 10.1103/PhysRevLett.26.1200 0.792
10.1103/PhysRevD.78.031502 10.1103/PhysRevLett.100.171607 0.792
10.1103/PhysRevLett.84.1824 10.1103/PhysRevE.60.R6271 0.792
10.1103/PhysRevE.63.011401 10.1103/PhysRevE.60.2430 0.792
10.1103/PhysRevD.59.074502 10.1103/PhysRevD.59.014511 0.792
10.1103/PhysRevD.47.5589 10.1103/PhysRevD.47.703 0.792
10.1103/PhysRevD.12.2060 10.1103/PhysRevD.12.2108 0.792
10.1103/PhysRevB.8.3542 10.1103/PhysRevB.8.3555 0.792
10.1103/PhysRevB.71.100405 10.1103/PhysRevB.68.140405 0.792
10.1103/PhysRevLett.76.4175 10.1103/PhysRevB.53.R1733 0.792
10.1103/PhysRevLett.56.877 10.1103/PhysRevB.32.6246 0.792
10.1103/PhysRevLett.95.040404 10.1103/PhysRevA.71.050101 0.792
10.1103/PhysRev.184.739 10.1103/PhysRev.184.751 0.792
10.1103/PhysRevLett.99.146806 10.1103/PhysRevLett.99.106801 0.786
10.1103/PhysRevLett.80.4345 10.1103/PhysRevLett.80.4341 0.786
10.1103/PhysRevLett.81.2606 10.1103/PhysRevLett.75.2232 0.786
10.1103/PhysRevLett.60.2113 10.1103/PhysRevLett.60.2109 0.786
10.1103/PhysRevLett.85.4988 10.1103/PhysRevE.62.3958 0.786
10.1103/PhysRevD.70.123525 10.1103/PhysRevD.69.064005 0.786
10.1103/PhysRevD.68.083002 10.1103/PhysRevD.67.123507 0.786
10.1103/PhysRevB.70.155110 10.1103/PhysRevB.68.245109 0.786
10.1103/PhysRevB.56.321 10.1103/PhysRevB.54.15144 0.786
10.1103/PhysRevB.46.10239 10.1103/PhysRevB.45.11054 0.786
10.1103/PhysRev.90.1030 10.1103/PhysRev.90.1026 0.786
10.1103/PhysRevD.74.044017 10.1103/PhysRevLett.96.151302 0.783
10.1103/PhysRevLett.90.202302 10.1103/PhysRevLett.89.202302 0.783
10.1103/PhysRevLett.86.3316 10.1103/PhysRevLett.86.3320 0.783
10.1103/PhysRevD.62.114503 10.1103/PhysRevLett.85.1811 0.783
10.1103/PhysRevD.39.1780 10.1103/PhysRevLett.60.397 0.783
10.1103/PhysRevD.35.1598 10.1103/PhysRevLett.57.294 0.783
10.1103/PhysRevLett.54.381 10.1103/PhysRevLett.54.377 0.783
10.1103/PhysRevLett.27.1016 10.1103/PhysRevLett.27.1013 0.783
10.1103/PhysRevLett.14.627 10.1103/PhysRevLett.14.484 0.783
10.1103/PhysRevE.60.R3471 10.1103/PhysRevE.60.297 0.783
10.1103/PhysRevLett.96.092001 10.1103/PhysRevD.70.074007 0.783
10.1103/PhysRevD.70.015003 10.1103/PhysRevD.69.115008 0.783
10.1103/PhysRevLett.82.4388 10.1103/PhysRevD.58.104022 0.783
10.1103/PhysRevLett.78.1227 10.1103/PhysRevD.54.1831 0.783
10.1103/PhysRevD.49.2837 10.1103/PhysRevD.47.4372 0.783
10.1103/PhysRevD.47.2722 10.1103/PhysRevD.47.2730 0.783
10.1103/PhysRevD.17.2773 10.1103/PhysRevD.17.2789 0.783
10.1103/PhysRevB.50.1823 10.1103/PhysRevB.50.1807 0.783
10.1103/PhysRevB.49.15184 10.1103/PhysRevB.49.3317 0.783
10.1103/PhysRevB.43.7343 10.1103/PhysRevB.43.7339 0.783
10.1103/PhysRev.129.225 10.1103/PhysRev.129.265 0.783
10.1103/PhysRev.120.1125 10.1103/PhysRev.120.1134 0.783
10.1103/PhysRevLett.93.130402 10.1103/PhysRevLett.93.130403 0.778
10.1103/PhysRevLett.92.160602 10.1103/PhysRevLett.91.010601 0.778
10.1103/PhysRevB.61.3135 10.1103/PhysRevLett.83.4081 0.778
10.1103/PhysRevD.72.015009 10.1103/PhysRevD.71.094002 0.778
10.1103/PhysRevB.57.R15048 10.1103/PhysRevB.57.R12666 0.778
10.1103/PhysRevB.54.12207 10.1103/PhysRevB.54.6011 0.778
10.1103/PhysRevLett.93.190401 10.1103/PhysRevA.70.033604 0.778
10.1103/PhysRevLett.98.180601 10.1103/PhysRevLett.97.156403 0.774
10.1103/PhysRevLett.93.237002 10.1103/PhysRevLett.93.237003 0.774
10.1103/PhysRevLett.90.250403 10.1103/PhysRevLett.90.110402 0.774
10.1103/PhysRevLett.89.042501 10.1103/PhysRevLett.89.042502 0.774
10.1103/PhysRevLett.73.1660 10.1103/PhysRevLett.66.1733 0.774
10.1103/PhysRevLett.67.1238 10.1103/PhysRevLett.64.2901 0.774
10.1103/PhysRevD.66.025013 10.1103/PhysRevD.64.025010 0.774
10.1103/PhysRevD.55.5414 10.1103/PhysRevD.52.2935 0.774
